84	21746	100	1	0	1	1
85	21746	100	1	0	1	1
86	21746	100	1	0	1	1
87	6529	100	1	0	1	1
88	21746	100	1	0	1	1
89	21746	100	1	0	1	1
90	21746	100	1	0	1	1
91	21746	100	1	0	1	1
92	20469	100	1	0	1	1
92	21746	100	1	0	1	1
93	20469	100	1	0	1	1
95	21746	100	1	0	1	1
96	21746	100	1	0	1	1
97	21746	100	1	0	1	1
98	13158	100	1	0	1	1
99	11423	100	1	0	1	1
100	11423	100	1	0	1	1
102	17685	100	1	0	1	1
103	11422	100	1	0	1	1
104	11422	100	1	0	1	1
108	17712	100	1	0	1	1
109	19858	100	1	0	1	1
111	19697	100	1	0	1	1
113	19697	100	1	0	1	1
117	17712	100	1	0	1	1
118	17685	100	1	0	1	1
119	15564	100	1	0	1	1
120	15564	100	1	0	1	1
121	21746	100	1	0	1	1
122	21216	100	1	0	1	1
124	21746	100	1	0	1	1
125	21746	100	1	0	1	1
126	21746	100	1	0	1	1
127	21746	100	1	0	1	1
128	21746	100	1	0	1	1
129	21746	100	1	0	1	1
130	21746	100	1	0	1	1
131	21746	100	1	0	1	1
132	21746	100	1	0	1	1
133	21746	100	1	0	1	1
134	21746	100	1	0	1	1
135	21746	100	1	0	1	1
136	21746	100	1	0	1	1
137	21746	100	1	0	1	1
138	21746	100	1	0	1	1
139	21746	100	1	0	1	1
140	21746	100	1	0	1	1
141	21746	100	1	0	1	1
142	21746	100	1	0	1	1
143	21746	100	1	0	1	1
144	21746	100	1	0	1	1
145	21746	100	1	0	1	1
146	21746	100	1	0	1	1
147	21746	100	1	0	1	1
148	21746	100	1	0	1	1
149	21746	100	1	0	1	1
150	21746	100	1	0	1	1
151	21746	100	1	0	1	1
152	21746	100	1	0	1	1
153	21746	100	1	0	1	1
154	21746	100	1	0	1	1
155	21746	100	1	0	1	1
156	21746	100	1	0	1	1
157	21746	100	1	0	1	1
158	21746	100	1	0	1	1
159	21746	100	1	0	1	1
160	21746	100	1	0	1	1
161	21216	100	1	0	1	1
168	21746	100	1	0	1	1
180	24132	100	1	0	1	1
183	31698	100	1	0	1	1
224	46875	100	1	0	1	1
225	46876	100	1	0	1	1
226	46877	100	1	0	1	1
227	46879	100	1	0	1	1
228	46878	100	1	0	1	1
229	46884	100	1	0	1	1
230	46883	100	1	0	1	1
231	46880	100	1	0	1	1
232	46882	100	1	0	1	1
233	46881	100	1	0	1	1
