3	0	0	0	4097	0	
6	0	0	0	4097	0	\N
30	0	0	0	4097	0	\N
36	0	0	0	4097	0	
38	0	0	0	4097	0	\N
40	0	0	0	4097	0	\N
43	0	0	0	4097	0	\N
46	0	0	0	4097	0	\N
48	0	0	0	4097	0	
54	0	0	0	4097	0	\N
61	0	0	0	4097	0	\N
66	0	0	0	4097	0	\N
68	0	0	0	257	0	\N
69	0	0	0	4097	0	\N
74	0	0	0	4097	0	\N
78	0	0	0	4097	0	\N
79	0	0	0	4097	0	\N
80	0	0	0	4097	0	\N
89	0	0	0	0	0	\N
92	0	0	0	4097	0	
94	0	0	0	4097	0	\N
95	0	0	0	4097	0	
97	0	0	0	4097	0	\N
98	0	0	0	4097	0	
99	0	0	0	4097	0	\N
103	0	0	0	4097	0	\N
113	0	0	0	4097	0	\N
114	0	0	0	4097	0	
115	0	0	0	4097	0	
116	0	0	0	4097	0	\N
117	0	0	0	4097	0	
118	0	0	0	4097	0	\N
121	0	0	0	4097	0	
122	0	0	0	4097	0	
123	0	0	0	4097	0	
124	0	0	0	4097	0	
125	0	0	0	4097	0	
126	0	0	0	4097	0	
127	0	0	0	4097	0	
151	0	0	0	4097	0	\N
152	0	0	0	4097	0	\N
154	0	0	0	4097	0	
157	0	0	0	4097	0	
171	0	0	0	4097	0	
190	0	0	0	4097	0	\N
193	0	0	0	4097	0	
196	0	0	0	4097	0	\N
197	0	0	0	4096	0	\N
198	0	0	0	4097	0	\N
199	0	0	0	4097	0	
202	0	0	0	4097	0	
203	0	0	0	4097	0	
205	0	0	0	4097	0	
206	0	0	0	4097	0	
212	0	0	0	4097	0	
213	0	0	0	4097	0	\N
215	0	0	33554432	4097	0	30831
217	0	0	0	4097	0	\N
218	0	0	0	4097	0	
240	0	0	0	4097	0	\N
241	0	0	0	4097	0	\N
244	0	0	0	4097	0	\N
246	0	0	0	4097	0	\N
247	0	0	0	4097	0	\N
248	0	0	0	4097	0	\N
250	0	0	0	4097	0	\N
251	0	0	0	4097	0	\N
252	0	0	0	4097	0	\N
253	0	0	0	4097	0	\N
255	0	0	0	4097	0	\N
257	0	0	0	4097	0	\N
258	0	0	0	4097	0	\N
261	0	0	0	4097	0	\N
277	0	0	0	257	0	\N
278	0	0	0	4097	0	\N
279	0	0	0	257	0	\N
285	0	0	0	4097	0	\N
294	0	0	0	4097	0	\N
295	0	0	0	4097	0	\N
299	0	0	0	4097	0	\N
313	0	0	0	4097	0	\N
314	0	0	0	0	0	26047
327	0	0	0	4097	0	\N
328	0	0	0	4097	0	\N
330	0	0	0	4097	0	\N
332	0	0	0	4097	0	\N
340	0	0	0	4097	0	\N
352	0	0	0	4097	0	\N
375	0	0	0	4097	0	\N
377	0	0	0	4097	0	\N
383	0	0	0	4097	0	\N
384	0	0	0	4097	0	\N
385	0	0	0	4097	0	\N
390	0	0	0	4097	0	\N
395	0	0	0	4097	0	\N
422	0	0	0	4097	0	
428	0	0	0	4097	0	
429	0	0	0	4097	0	
432	0	0	0	4097	0	
433	0	0	0	4097	0	
437	0	0	0	4097	0	
440	0	0	0	4097	0	
441	0	0	0	4097	0	
442	0	0	0	4097	0	
445	0	0	0	4097	0	
448	0	0	0	4097	0	\N
449	0	0	0	4097	0	
452	0	0	0	4097	0	
453	0	0	0	4097	0	
454	0	0	0	4097	0	
456	0	0	0	4097	0	
458	0	0	0	4097	0	
459	0	0	0	4097	0	\N
460	0	0	0	4097	0	\N
464	0	2410	0	0	0	\N
465	0	0	0	4097	0	\N
466	0	2410	0	4097	0	\N
469	0	2404	0	0	0	\N
471	0	0	0	4097	0	\N
472	0	0	0	4097	0	\N
473	0	0	0	4097	0	\N
474	0	0	0	4097	0	\N
475	0	0	0	4097	0	\N
476	0	0	0	4097	0	\N
478	0	0	0	4097	0	\N
480	0	0	0	4097	0	
481	0	0	0	4097	0	
482	0	0	0	257	0	\N
483	0	0	0	257	0	\N
486	0	0	0	1	0	\N
500	0	0	0	4097	0	
501	0	0	0	4097	0	
504	0	0	0	4097	0	
505	0	0	0	4097	0	
510	0	0	0	1	0	\N
513	0	0	0	4097	0	
514	0	0	0	4097	0	\N
515	0	0	0	4097	0	
517	0	0	0	4097	0	
524	0	0	0	4097	0	\N
525	0	0	0	4097	0	\N
531	0	0	0	4097	0	
533	0	0	0	4097	0	
539	0	0	0	4097	0	\N
544	0	0	0	4097	0	
545	0	0	0	4097	0	
547	0	0	0	4097	0	
548	0	0	0	4097	0	
565	0	0	0	4097	0	\N
568	0	0	0	4097	0	
569	0	0	0	4097	0	\N
570	0	0	0	4097	0	
575	0	0	0	4097	0	\N
578	0	0	0	4097	0	
579	0	0	33554432	4097	0	30831
587	0	0	0	4097	0	
588	0	0	0	4097	0	
589	0	0	0	4097	0	
590	0	0	0	4097	0	
594	0	0	0	4097	0	
595	0	0	0	4097	0	
597	0	0	0	4097	0	
598	0	0	0	4097	233	\N
604	0	0	0	4097	0	
619	0	0	0	4097	0	12544
620	0	0	0	4097	0	\N
622	0	0	0	4097	0	\N
623	0	0	0	4097	0	
624	0	0	0	4097	0	
625	0	0	0	4097	0	
628	0	0	0	4097	0	
634	0	0	0	4097	0	\N
636	0	0	33554432	4097	0	6408
639	0	0	0	4097	0	\N
641	0	0	0	4097	0	
642	0	0	0	4097	0	\N
644	0	0	0	4097	0	\N
645	0	0	0	4097	0	\N
646	0	0	0	4097	0	\N
647	0	0	0	4097	0	\N
657	0	0	0	4097	0	\N
658	0	0	0	4097	0	\N
660	0	0	0	4097	0	
667	0	0	0	4097	0	
669	0	0	0	4097	0	
670	0	0	0	4097	0	
671	0	0	0	4097	0	
672	0	0	0	4097	0	
676	0	0	0	4097	0	
678	0	0	0	4097	0	
679	0	0	0	4097	0	
680	0	0	0	4097	0	
681	0	0	0	4097	0	
682	0	0	0	4097	0	
683	0	0	0	4097	0	
685	0	0	0	4097	0	
686	0	0	0	4097	0	
687	0	0	0	4097	0	
688	0	0	0	4097	0	
689	0	0	0	4097	0	
690	0	0	0	4097	0	
691	0	0	0	4097	0	
694	0	0	0	4097	0	
696	0	0	0	4097	0	
698	0	0	0	4097	0	
699	0	0	0	4097	0	
701	0	0	0	4097	0	
702	0	0	0	4097	0	
704	0	0	0	4097	0	\N
705	0	0	0	4097	0	\N
706	0	0	0	4097	0	\N
707	0	0	0	4097	0	\N
708	0	0	0	4097	0	\N
709	0	0	0	4097	0	
712	0	0	0	4097	0	
713	0	0	0	4097	0	\N
714	0	0	0	4097	0	\N
721	0	0	0	1	0	\N
724	0	0	0	4097	0	\N
727	0	0	0	4097	0	\N
728	0	0	1536	206849	0	\N
731	0	0	1536	141313	0	\N
732	0	0	0	4097	0	\N
735	0	0	0	4097	0	\N
736	0	0	0	4097	0	
740	0	0	0	4097	0	
741	0	0	0	4097	0	
742	0	0	0	4097	0	
743	0	0	0	4097	0	
744	0	0	0	4097	0	
745	0	0	0	4097	0	
746	0	0	0	4097	0	
747	0	0	0	4097	0	
750	0	0	0	4097	0	
751	0	0	0	4097	0	
755	0	0	0	4097	0	
756	0	0	0	4097	0	
757	0	0	0	4097	0	
759	0	0	0	4097	0	
760	0	0	0	4097	0	
761	0	0	0	4097	0	
762	0	0	0	4097	0	
764	0	0	0	4097	0	
765	0	0	0	4097	0	
766	0	0	0	4097	0	
767	0	0	0	4097	0	
768	0	0	33554432	4097	0	30831
769	0	0	0	4097	0	
772	0	0	0	4097	0	
780	0	0	0	4097	0	
781	0	0	0	4097	0	
782	0	0	0	4097	0	
783	0	0	0	4097	0	
784	0	0	0	4097	0	
785	0	0	0	4097	0	
786	0	0	0	4097	0	\N
787	0	0	0	4097	0	
794	0	0	0	4097	0	\N
795	0	0	0	4097	0	\N
796	0	0	0	4097	0	\N
797	0	0	0	4097	0	\N
804	0	0	0	4097	0	\N
805	0	0	0	4097	0	\N
806	0	0	0	4097	0	\N
807	0	0	0	4097	0	\N
808	0	0	0	4097	0	\N
810	0	0	0	4097	0	\N
811	0	0	0	4097	0	\N
819	0	0	0	4097	0	
822	0	0	0	4097	0	\N
823	0	0	0	4097	0	\N
829	0	0	0	4097	0	\N
830	0	0	0	4097	0	
831	0	0	0	4097	0	
832	0	0	0	4097	0	
833	0	0	0	4097	0	
834	0	0	0	4097	0	
836	0	0	0	4097	0	\N
837	0	0	0	4097	0	\N
844	0	0	0	4097	0	\N
853	0	0	0	4097	0	\N
854	0	0	0	4097	0	
855	0	0	0	4097	0	
857	0	0	0	4096	0	\N
858	0	0	0	4097	0	
863	0	0	0	4097	0	
865	0	0	0	4097	0	
871	0	0	0	4097	0	
873	0	0	0	4097	0	
877	0	0	0	4097	0	
879	0	0	0	4097	0	
